epoch,train_loss,val_loss,train_path_log_prob,train_path_prob,val_path_log_prob,val_path_acc,val_leaf_acc,val_level_0_acc,val_level_1_acc,val_level_2_acc
1,2.1632295697172603,1.8694798145975386,-2.163229568147128,0.14089651450254362,-1.8694797981353033,0.25806451612903225,0.25806451612903225,0.3966547192353644,0.34169653524492233,0.25806451612903225
