epoch,train_loss,val_loss,train_path_log_prob,train_path_prob,train_leaf_acc,val_path_log_prob,val_path_acc,val_leaf_acc,val_target_path_prob,val_pred_path_prob,val_level_0_acc,val_level_1_acc,val_level_2_acc
1,4.467776431205692,3.6088731540688155,-4.467776440165197,0.045471045022298186,NOT_IMPLEMENTED,-3.6132551922669283,0.3848648648648649,0.4648648648648649,0.16125312493660965,0.22720174505098445,0.68,0.5308108108108108,0.4648648648648649
2,3.1011175737597103,2.924476865807484,-3.101117573793907,0.16414140924363602,NOT_IMPLEMENTED,-2.9255866890984614,0.4681081081081081,0.5740540540540541,0.2203398019518401,0.2753671163159448,0.7167567567567568,0.6313513513513513,0.5740540540540541
3,2.3797604420269898,2.86735897948002,-2.3797604426254297,0.27667474322299124,NOT_IMPLEMENTED,-2.8699598062360607,0.5318918918918919,0.6097297297297297,0.3031471968764389,0.3985199166794081,0.7383783783783784,0.6648648648648648,0.6097297297297297
4,1.9233608691773056,2.7840985041754,-1.9233608735630174,0.3721197606637439,NOT_IMPLEMENTED,-2.7883646829708204,0.5708108108108109,0.6270270270270271,0.34520301407656157,0.4076127023149181,0.7675675675675676,0.6508108108108108,0.6270270270270271
5,1.5514032645124303,2.540724388355839,-1.5514032625204792,0.45448428211382114,NOT_IMPLEMENTED,-2.5406506465576792,0.5848648648648649,0.6421621621621622,0.4052107971926799,0.4926341492259825,0.787027027027027,0.705945945945946,0.6421621621621622
6,1.2727749239732429,2.2143283245988705,-1.2727749258497805,0.5263396092293526,NOT_IMPLEMENTED,-2.2150980488996246,0.6129729729729729,0.6951351351351351,0.4082032976400208,0.47460787603984006,0.8021621621621622,0.6713513513513514,0.6951351351351351
7,1.0578381305991134,2.3235268998120366,-1.0578381304345423,0.587602975566156,NOT_IMPLEMENTED,-2.3225924242509377,0.6183783783783784,0.6810810810810811,0.43758985254611515,0.5240348184753109,0.7827027027027027,0.7027027027027027,0.6810810810810811
8,0.8767984386125277,2.312802625787926,-0.8767984406493617,0.6401805645405254,NOT_IMPLEMENTED,-2.3141011409501773,0.6291891891891892,0.6605405405405406,0.4699035781621933,0.5614779254713574,0.8010810810810811,0.6951351351351351,0.6605405405405406
9,0.7192843696855894,2.697432251101167,-0.719284369336143,0.6849788894991182,NOT_IMPLEMENTED,-2.6883550542754096,0.614054054054054,0.6562162162162162,0.4823073571180371,0.5891687641917048,0.7751351351351351,0.6983783783783784,0.6562162162162162
10,0.6163963207609554,2.467223266910376,-0.616396320079161,0.7254085992337368,NOT_IMPLEMENTED,-2.469531448886201,0.6281081081081081,0.6724324324324324,0.4560471670289297,0.5556992549509615,0.7772972972972974,0.7145945945945946,0.6724324324324324
11,0.512774181791073,2.5946117912515483,-0.5127741826085851,0.7583439242494427,NOT_IMPLEMENTED,-2.5945306418232015,0.6194594594594595,0.6843243243243243,0.48595998005991853,0.5935162284648097,0.7448648648648649,0.6897297297297297,0.6843243243243243
12,0.4296817181082106,2.949936353497143,-0.4296817192636811,0.7887145907832368,NOT_IMPLEMENTED,-2.949018974336418,0.6162162162162163,0.6475675675675676,0.5175215582187112,0.6582003586276157,0.7448648648648649,0.6659459459459459,0.6475675675675676
13,0.3506871852128779,2.6171552582547584,-0.3506871859080303,0.8167454850140209,NOT_IMPLEMENTED,-2.6118469538922247,0.6378378378378379,0.6875675675675675,0.5269470139059264,0.6458488912840147,0.7945945945945946,0.7264864864864865,0.6875675675675675
14,0.31876868910687306,2.5932355712595445,-0.31876868872403163,0.8323805712449844,NOT_IMPLEMENTED,-2.5855568441476775,0.6389189189189189,0.6864864864864865,0.527383199995132,0.6337371549896291,0.7805405405405406,0.7124324324324325,0.6864864864864865
15,0.2592582478641083,3.365100861880286,-0.259258247736539,0.8565696511060701,NOT_IMPLEMENTED,-3.348009506480114,0.601081081081081,0.6864864864864865,0.48823516776443876,0.6215845150560946,0.6854054054054054,0.6616216216216216,0.6864864864864865
16,0.21810885385716494,2.743099662435145,-0.2181088538785378,0.8759688373379371,NOT_IMPLEMENTED,-2.735527705671014,0.6464864864864864,0.6843243243243243,0.5402226342386692,0.6732827768132493,0.7881081081081082,0.707027027027027,0.6843243243243243
17,0.1876222767296893,2.7071920849065747,-0.18762227705502438,0.8874711165363872,NOT_IMPLEMENTED,-2.6999938605886857,0.6227027027027027,0.6475675675675676,0.5406774220426844,0.686080606821421,0.7967567567567567,0.7145945945945946,0.6475675675675676
18,0.15888608795142137,3.1198435808067284,-0.15888608778284288,0.9044101644506143,NOT_IMPLEMENTED,-3.1044832212362135,0.6270270270270271,0.667027027027027,0.5544104200551551,0.7032977457304258,0.7697297297297298,0.7005405405405405,0.667027027027027
19,0.15388072284984594,2.8659866425471687,-0.15388072308104023,0.9076337782015284,NOT_IMPLEMENTED,-2.842152602913714,0.6345945945945946,0.6594594594594595,0.5609312770517372,0.6970286496265514,0.7437837837837837,0.6843243243243243,0.6594594594594595
20,0.11593199747782072,2.6558895156837212,-0.11593199808113662,0.9244825488113495,NOT_IMPLEMENTED,-2.644442625053831,0.6518918918918919,0.6843243243243243,0.5786158641936208,0.7048327764949283,0.8032432432432433,0.7254054054054054,0.6843243243243243
21,0.10097525397110442,2.763413629699338,-0.100975253544482,0.9335402113503584,NOT_IMPLEMENTED,-2.755189136886919,0.5956756756756757,0.6518918918918919,0.527885634681663,0.7008802948288015,0.7794594594594595,0.7362162162162162,0.6518918918918919
22,0.09270012259214974,2.7261485248216495,-0.09270012241852861,0.9387450167247774,NOT_IMPLEMENTED,-2.7177043372634295,0.6367567567567568,0.6767567567567567,0.5841241284887734,0.7312073771373646,0.7708108108108108,0.7124324324324325,0.6767567567567567
