epoch,train_loss,val_loss,train_path_log_prob,train_path_prob,train_leaf_acc,val_path_log_prob,val_path_acc,val_leaf_acc,val_target_path_prob,val_pred_path_prob,val_level_0_acc,val_level_1_acc,val_level_2_acc
1,1.7673402678111148,1.2408558809321766,-1.7673402648919807,0.23719630117373275,NOT_IMPLEMENTED,-1.2428590757057565,0.6219931271477663,0.6219931271477663,0.378447922371234,0.4699436946423193,0.7101947308132875,0.6334478808705613,0.6219931271477663
2,1.2047883676946298,1.0734786232720772,-1.204788367168507,0.3995801944429891,NOT_IMPLEMENTED,-1.076340179980006,0.6872852233676976,0.6872852233676976,0.5054342429252834,0.621139739728602,0.7938144329896907,0.697594501718213,0.6872852233676976
3,0.9499577127804382,1.0767035118248909,-0.9499577126276928,0.5030646456537051,NOT_IMPLEMENTED,-1.0796572889317626,0.6758304696449027,0.6758304696449027,0.49036885591443596,0.5930238837229017,0.7812142038946163,0.7044673539518901,0.6758304696449027
4,0.7591946626714259,1.069454667664486,-0.7591946626671829,0.5831532867918118,NOT_IMPLEMENTED,-1.071830039649758,0.6815578465063001,0.6815578465063001,0.5482118004103024,0.7078351743715598,0.8178694158075601,0.7342497136311569,0.6815578465063001
5,0.6301834488516687,0.9665478701835082,-0.630183449937858,0.6447159032801968,NOT_IMPLEMENTED,-0.9694151795060637,0.7067583046964491,0.7067583046964491,0.5702831528031129,0.6659595801794789,0.7961053837342497,0.7262313860252004,0.7067583046964491
6,0.5080959028468928,0.8799372065225488,-0.5080959031714767,0.7021444043513718,NOT_IMPLEMENTED,-0.8824900967012429,0.7537227949599083,0.7537227949599083,0.6341266598625008,0.7519023133034286,0.8625429553264605,0.8041237113402062,0.7537227949599083
7,0.4267857349923216,0.8800146624182253,-0.4267857340938817,0.7453170567072063,NOT_IMPLEMENTED,-0.8827069551947464,0.7686139747995419,0.7686139747995419,0.645840256962443,0.743857920442933,0.845360824742268,0.7835051546391752,0.7686139747995419
8,0.3511889086731822,0.8196820479362659,-0.35118890848888,0.7813166731242982,NOT_IMPLEMENTED,-0.822147036131305,0.7514318442153494,0.7514318442153494,0.64439457340885,0.7330480237050837,0.8373424971363116,0.7869415807560137,0.7514318442153494
9,0.28870789458973073,0.8388317027065444,-0.28870789441842254,0.8151665037680323,NOT_IMPLEMENTED,-0.8413638478445843,0.7617411225658648,0.7617411225658648,0.681930570394859,0.782265203515279,0.849942726231386,0.7926689576174112,0.7617411225658648
10,0.2441164798178585,0.9548130541886777,-0.24411647999234887,0.8402323946526491,NOT_IMPLEMENTED,-0.9577778908984154,0.7262313860252004,0.7262313860252004,0.6494288400822625,0.7788783393091899,0.8190148911798396,0.7823596792668958,0.7262313860252004
11,0.197957579955535,1.0531465339487138,-0.19795757898416982,0.8656778597275054,NOT_IMPLEMENTED,-1.0561902423870386,0.7250859106529209,0.7250859106529209,0.6664470592246978,0.817385819632846,0.8487972508591065,0.7812142038946163,0.7250859106529209
12,0.17720828355666024,0.9953316287392725,-0.1772082836836166,0.8800518482685904,NOT_IMPLEMENTED,-0.9978660001373612,0.7560137457044673,0.7560137457044673,0.682284115789136,0.82457023749783,0.8419243986254296,0.8098510882016037,0.7560137457044673
13,0.14783177169923967,0.8704938802583203,-0.14783177131750877,0.8976283121794666,NOT_IMPLEMENTED,-0.8732112811329985,0.720504009163803,0.720504009163803,0.6655550140968576,0.7964103683436723,0.847651775486827,0.7766323024054983,0.720504009163803
14,0.11765199810313433,1.1042751426724546,-0.11765199807661603,0.9136838350521405,NOT_IMPLEMENTED,-1.1079575472520953,0.7571592210767468,0.7571592210767468,0.6935994970566355,0.8399288640672262,0.86368843069874,0.8098510882016037,0.7571592210767468
